stock_id,date,open,high,low,close,volume
1940,2016-05-27,12.300000,12.600000,12.250000,12.600000,4140
1940,2016-05-31,12.250000,12.250000,12.250000,12.250000,120
1940,2016-06-01,12.250000,12.250000,12.250000,12.250000,0
1940,2016-06-02,12.250000,12.250000,12.250000,12.250000,0
1940,2016-06-03,13.500000,17.000000,13.500000,16.400000,880
1940,2016-06-06,16.400000,16.400000,16.400000,16.400000,0
1940,2016-06-07,15.600000,15.600000,15.600000,15.600000,9900
1940,2016-06-08,15.600000,15.600000,15.600000,15.600000,0
1940,2016-06-09,15.675000,15.675000,15.675000,15.675000,6060
1940,2016-06-10,15.675000,15.675000,15.675000,15.675000,0
1940,2016-06-13,15.675000,15.675000,15.675000,15.675000,0
1940,2016-06-14,15.675000,15.675000,15.675000,15.675000,0
1940,2016-06-15,16.000000,16.000000,16.000000,16.000000,1480
1940,2016-06-16,15.700000,15.700000,15.700000,15.700000,1280
1940,2016-06-17,15.700000,15.700000,15.700000,15.700000,0
1940,2016-06-20,16.150000,16.950000,16.150000,16.950000,920
1940,2016-06-21,16.500000,16.500000,16.500000,16.500000,2300
1940,2016-06-22,16.800000,16.800000,16.050000,16.100000,8660
1940,2016-06-23,16.600000,17.300000,16.550000,16.600000,9000
1940,2016-06-24,16.600000,16.600000,16.600000,16.600000,0
1940,2016-06-27,16.600000,16.600000,16.600000,16.600000,0
1940,2016-06-28,15.100000,15.100000,15.050000,15.050000,1000
1940,2016-06-29,15.750000,15.750000,15.750000,15.750000,2820
1940,2016-06-30,16.440000,16.440000,16.440000,16.440000,6340
1940,2016-07-01,16.200000,16.200000,16.200000,16.200000,20
1940,2016-07-05,16.200000,16.200000,16.200000,16.200000,0
1940,2016-07-06,16.200000,16.200000,16.200000,16.200000,0
1940,2016-07-07,17.450000,17.450000,16.750000,16.750000,21600
1940,2016-07-08,16.750000,16.750000,16.750000,16.750000,20
1940,2016-07-11,17.450000,17.450000,17.450000,17.450000,320
1940,2016-07-12,17.500000,17.500000,17.500000,17.500000,60
1940,2016-07-13,17.500000,17.500000,17.500000,17.500000,0
1940,2016-07-14,17.900000,17.900000,17.900000,17.900000,300
1940,2016-07-15,17.200000,17.200000,17.200000,17.200000,280
1940,2016-07-18,17.200000,17.200000,17.200000,17.200000,0
1940,2016-07-19,17.200000,17.250000,17.200000,17.250000,200
1940,2016-07-20,17.550000,17.550000,17.550000,17.550000,5260
1940,2016-07-21,17.550000,17.550000,17.550000,17.550000,0
1940,2016-07-22,17.600000,17.600000,17.450000,17.450000,980
1940,2016-07-25,17.450000,17.450000,17.450000,17.450000,0
1940,2016-07-26,18.000000,18.000000,18.000000,18.000000,180
1940,2016-07-27,18.000000,18.000000,18.000000,18.000000,0
1940,2016-07-28,17.500000,17.500000,17.500000,17.500000,40
1940,2016-07-29,19.200000,19.200000,19.200000,19.200000,1520
1940,2016-08-01,19.750000,20.000000,18.900000,18.900000,1340
1940,2016-08-02,18.900000,18.900000,18.900000,18.900000,0
1940,2016-08-03,19.450000,19.450000,19.450000,19.450000,4920
1940,2016-08-04,19.400000,19.400000,19.400000,19.400000,100
1940,2016-08-05,19.400000,19.400000,19.400000,19.400000,0
1940,2016-08-08,18.800000,18.800000,18.800000,18.800000,20
1940,2016-08-09,19.000000,19.000000,19.000000,19.000000,40
1940,2016-08-10,19.000000,19.000000,18.750000,18.750000,440
1940,2016-08-11,19.750000,19.750000,19.050000,19.400000,2120
1940,2016-08-12,19.400000,19.400000,19.400000,19.400000,500
1940,2016-08-15,19.400000,19.400000,19.400000,19.400000,0
1940,2016-08-16,19.400000,19.400000,19.400000,19.400000,0
1940,2016-08-17,21.300000,21.300000,20.950000,20.950000,700
1940,2016-08-18,21.300000,21.300000,21.300000,21.300000,200
1940,2016-08-19,21.200000,21.200000,20.500000,20.550000,400
1940,2016-08-22,20.550000,20.550000,20.550000,20.550000,0
